"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English mother tongue, adjusted","French mother tongue, adjusted","Other mother tongue, adjusted"
New Norway,New Norway,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,285,268, -   ,18
Bawlf,Bawlf,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,405,385,5,15
Camrose,Camrose,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"16,935","15,490",235,"1,210"
Bittern Lake,Bittern Lake,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,225,215,5,5
Hay Lakes,Hay Lakes,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,420,400,5,15
Beaver County,Beaver County,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"5,685","5,088",85,513
Tofield,Tofield,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"2,065","1,892",27,147
Ryley,Ryley,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,500,455,8,38
Holden,Holden,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,375,348, -   ,28
Viking,Viking,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"1,000",890,15,95
Minburn County No. 27,Minburn County No. 27,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"3,275","2,573",25,678
Vegreville,Vegreville,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"5,425","4,515",78,833
Innisfree,Innisfree,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,220,180,5,35
Minburn,Minburn,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,105,103, -   ,3
Mannville,Mannville,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,775,695,5,75
Vermilion River County,Vermilion River County,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"7,895","7,503",80,313
Paradise Valley,Paradise Valley,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,175,165, -   ,10
Lloydminster,Lloydminster,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"17,825","16,450",268,"1,108"
Kitscoty,Kitscoty,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,850,820,15,15
Vermilion,Vermilion,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"3,755","3,460",40,255
Marwayne,Marwayne,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,620,583,8,30
Dewberry,Dewberry,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,205,190,5,10
Two Hills County No. 21,Two Hills County No. 21,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"3,150","1,828",38,"1,285"
Myrnam,Myrnam,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,340,255,8,78
Two Hills,Two Hills,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"1,290",523,20,748
Willingdon,Willingdon,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,260,170,5,85
Lamont County,Lamont County,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"3,880","3,245",68,568
Andrew,Andrew,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,365,303,5,58
Mundare,Mundare,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,825,688,18,120
Chipman,Chipman,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,285,265,8,13
Lamont,Lamont,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"1,625","1,388",15,223
Bruderheim,Bruderheim,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"1,155","1,055",20,80
Makaoo (Part) 120,Makaoo (Part) 120,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,180,80, -   ,100
Wetaskiwin County No. 10,Wetaskiwin County No. 10,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"10,860","9,688",173,"1,000"
Wetaskiwin,Wetaskiwin,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"12,240","10,655",185,"1,400"
Grandview,Grandview,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,110,95,5,10
Poplar Bay,Poplar Bay,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,80,70, -   ,10
Norris Beach,Norris Beach,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,45,40, -   ,5
Ma-Me-O Beach,Ma-Me-O Beach,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,115,100,3,13
Silver Beach,Silver Beach,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,55,53, -   ,3
Millet,Millet,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"2,090","1,938",43,110
Leduc County,Leduc County,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"13,545","11,988",308,"1,250"
Beaumont,Beaumont,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"13,280","11,625",683,973
Leduc,Leduc,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"24,105","21,664",487,"1,954"
Devon,Devon,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"6,435","6,045",98,293
Calmar,Calmar,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"1,965","1,865",30,70
Sundance Beach,Sundance Beach,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,80,70, -   ,10
Thorsby,Thorsby,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,795,688,10,98
Golden Days,Golden Days,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,140,125,5,10
Warburg,Warburg,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,785,725,15,45
Breton,Breton,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,475,463,5,8
Drayton Valley,Drayton Valley,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"6,990","6,503",108,380
Brazeau County,Brazeau County,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"7,200","6,825",115,260
Parkland County,Parkland County,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"30,480","27,764",662,"2,054"
Seba Beach,Seba Beach,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,140,135, -   ,5
Wabamun,Wabamun,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,665,623,20,23
Spring Lake,Spring Lake,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,525,473,13,40
Stony Plain,Stony Plain,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"14,760","13,417",329,"1,014"
Spruce Grove,Spruce Grove,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"26,120","24,016",533,"1,571"
Strathcona County,Strathcona County,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"92,030","82,440","1,873","7,718"
Fort Saskatchewan,Fort Saskatchewan,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"18,880","17,192",459,"1,229"
Sturgeon County,Sturgeon County,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"19,545","17,162",819,"1,564"
Edmonton,Edmonton,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"801,200","555,294","17,839","228,067"
St. Albert,St. Albert,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"60,595","53,417","1,962","5,217"
Gibbons,Gibbons,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"3,025","2,840",85,100
Redwater,Redwater,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"1,905","1,700",45,160
Bon Accord,Bon Accord,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"1,490","1,388",48,55
Morinville,Morinville,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"8,520","7,703",500,318
Legal,Legal,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"1,230",953,230,48
Ermineskin 138,Ermineskin 138,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"1,810","1,293", -   ,518
Pigeon Lake 138A,Pigeon Lake 138A,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,475,313, -   ,163
Louis Bull 138B,Louis Bull 138B,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"1,310",910, -   ,400
Stony Plain 135,Stony Plain 135,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,990,823, -   ,168
Alexander 134,Alexander 134,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"1,020",880, -   ,140
Wabamun 133A,Wabamun 133A,census subdivision,Subdivision de recensement,cd4811,er4860,pr48,pch05,"1,065",915, -   ,150
Cold Lake,Cold Lake,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,"13,800","12,148",968,685
Bonnyville No. 87,Bonnyville No. 87,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,"11,190","9,832",779,579
Bonnyville,Bonnyville,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,"6,050","5,130",438,483
Bonnyville Beach,Bonnyville Beach,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,90,65,25, -   
Glendon,Glendon,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,485,405,20,60
Pelican Narrows,Pelican Narrows,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,170,143,28, -   
St. Paul County No. 19,St. Paul County No. 19,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,"5,830","4,725",768,338
Elk Point,Elk Point,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,"1,410","1,240",30,140
St. Paul,St. Paul,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,"5,195","3,898",760,538
Smoky Lake County,Smoky Lake County,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,"3,910","3,328",43,540
Vilna,Vilna,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,205,165, -   ,40
Waskatenau,Waskatenau,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,260,208,5,48
Smoky Lake,Smoky Lake,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,945,690,18,238
Lac la Biche County,Lac la Biche County,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,"8,345","6,470",640,"1,235"
Unipouheos 121,Unipouheos 121,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,810,588, -   ,223
Puskiakiwenin 122,Puskiakiwenin 122,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,485,308,5,173
White Fish Lake 128,White Fish Lake 128,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,"1,165","1,005", -   ,160
Cold Lake 149,Cold Lake 149,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,590,460, -   ,130
Kehewin 123,Kehewin 123,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,"1,060",910, -   ,150
Cold Lake 149A,Cold Lake 149A,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,40,40, -   , -   
Cold Lake 149B,Cold Lake 149B,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,150,113, -   ,38
Beaver Lake 131,Beaver Lake 131,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,420,278, -   ,143
Heart Lake 167,Heart Lake 167,census subdivision,Subdivision de recensement,cd4812,er4880,pr48,pch05,155,108, -   ,48
Lac Ste. Anne County,Lac Ste. Anne County,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"10,220","9,390",235,595
Mayerthorpe,Mayerthorpe,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"1,355","1,258",23,75
Val Quentin,Val Quentin,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,160,145,5,10
West Cove,West Cove,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,125,105,3,18
Yellowstone,Yellowstone,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,130,105,5,20
Ross Haven,Ross Haven,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,140,118,15,8
Silver Sands,Silver Sands,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,80,70,5,5
Sunset Point,Sunset Point,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,220,190,10,20
Alberta Beach,Alberta Beach,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,875,805,13,58
Birch Cove,Birch Cove,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,50,45, -   ,5
Onoway,Onoway,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"1,040",968,10,63
Sandy Beach,Sandy Beach,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,225,198,8,20
Sunrise Beach,Sunrise Beach,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,150,140,5,5
Barrhead County No. 11,Barrhead County No. 11,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"6,085","5,300",68,718
Barrhead,Barrhead,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"4,280","3,615",73,593
Westlock County,Westlock County,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"7,640","6,575",258,808
Woodlands County,Woodlands County,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"4,310","4,048",100,163
Whitecourt,Whitecourt,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"9,605","8,780",255,570
Westlock,Westlock,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"4,565","4,058",103,405
Clyde,Clyde,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,505,470,10,25
Thorhild County No. 7,Thorhild County No. 7,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"3,385","2,948",60,378
Athabasca County,Athabasca County,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"7,665","6,815",210,640
Mewatha Beach,Mewatha Beach,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,80,75, -   ,5
Boyle,Boyle,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,915,755,28,133
Sunset Beach,Sunset Beach,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,45,40, -   ,5
Athabasca,Athabasca,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,"2,900","2,475",70,355
Island Lake,Island Lake,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,240,220,10,10
Island Lake South,Island Lake South,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,75,65,5,5
Bondiss,Bondiss,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,105,95,5,5
South Baptiste,South Baptiste,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,50,48, -   ,3
West Baptiste,West Baptiste,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,50,40, -   ,10
Whispering Hills,Whispering Hills,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,105,100,5, -   
Alexis 133,Alexis 133,census subdivision,Subdivision de recensement,cd4813,er4870,pr48,pch05,815,620,5,190
Yellowhead County,Yellowhead County,census subdivision,Subdivision de recensement,cd4814,er4840,pr48,pch05,"10,405","9,510",253,643
Hinton,Hinton,census subdivision,Subdivision de recensement,cd4814,er4840,pr48,pch05,"9,640","8,522",407,712
Edson,Edson,census subdivision,Subdivision de recensement,cd4814,er4840,pr48,pch05,"8,370","7,570",180,620
Crowsnest Pass,Crowsnest Pass,census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,"5,435","4,918",88,430
Kananaskis,Kananaskis,census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,250,203,15,33
Bighorn No. 8,Bighorn No. 8,census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,"1,335","1,145",60,130
Canmore,Canmore,census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,"12,265","10,228",703,"1,335"
Ghost Lake,Ghost Lake,census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,80,75, -   ,5
Waiparous,Waiparous,census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,40,35, -   ,5
Improvement District No.  9 Banff,Improvement District No.  9 Banff,census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,"1,170",798,58,315
Jasper,Jasper,census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,"4,030","3,215",225,590
Banff,Banff,census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,"7,585","5,412",374,"1,799"
Ranchland No. 66,Ranchland No. 66,census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,75,75, -   , -   
"Stoney 142, 143, 144","Stoney 142, 143, 144",census subdivision,Subdivision de recensement,cd4815,er4840,pr48,pch05,"3,505","1,093",8,"2,405"
Wood Buffalo,Wood Buffalo,census subdivision,Subdivision de recensement,cd4816,er4880,pr48,pch05,"65,520","52,798","1,921","10,801"
Janvier 194,Janvier 194,census subdivision,Subdivision de recensement,cd4816,er4880,pr48,pch05,295,145, -   ,150
Gregoire Lake 176,Gregoire Lake 176,census subdivision,Subdivision de recensement,cd4816,er4880,pr48,pch05,270,235, -   ,35
Allison Bay 219,Allison Bay 219,census subdivision,Subdivision de recensement,cd4816,er4880,pr48,pch05,85,45, -   ,40
Dog Head 218,Dog Head 218,census subdivision,Subdivision de recensement,cd4816,er4880,pr48,pch05,110,50, -   ,60
